ownerage,ednyears,male,ageoffirm,ownershours,country
45,11,1,24,70,Sri Lanka
45,11,1,24,49,Sri Lanka
45,11,1,24,50,Sri Lanka
45,11,1,24,84,Sri Lanka
45,11,1,24,70,Sri Lanka
45,11,1,24,50,Sri Lanka
45,11,1,24,91,Sri Lanka
25,11,0,3,60,Sri Lanka
25,11,1,3,70,Sri Lanka
25,11,1,3,70,Sri Lanka
25,11,1,3,50,Sri Lanka
25,11,1,3,78,Sri Lanka
25,11,1,3,20,Sri Lanka
25,11,1,3,70,Sri Lanka
25,11,1,3,75,Sri Lanka
25,11,1,3,54,Sri Lanka
25,11,1,3,63,Sri Lanka
35,11,0,13,49,Sri Lanka
35,11,1,13,56,Sri Lanka
35,11,1,13,70,Sri Lanka
35,11,1,13,56,Sri Lanka
35,11,1,13,56,Sri Lanka
35,11,1,13,60,Sri Lanka
35,11,1,13,56,Sri Lanka
35,11,1,13,56,Sri Lanka
35,11,1,13,80,Sri Lanka
35,11,1,13,54,Sri Lanka
42,3,0,33,50,Sri Lanka
42,3,1,33,27,Sri Lanka
30,5,0,18,40,Sri Lanka
30,5,1,18,56,Sri Lanka
30,5,1,18,76,Sri Lanka
30,5,1,18,26,Sri Lanka
30,5,1,18,25,Sri Lanka
30,5,1,18,0,Sri Lanka
30,5,1,18,40,Sri Lanka
30,5,1,18,0,Sri Lanka
30,5,1,18,60,Sri Lanka
30,5,1,18,30,Sri Lanka
30,5,1,18,70,Sri Lanka
39,3,0,1,40,Sri Lanka
39,3,1,1,63,Sri Lanka
39,3,1,1,60,Sri Lanka
39,3,1,1,63,Sri Lanka
39,3,1,1,50,Sri Lanka
39,3,1,1,0,Sri Lanka
39,3,1,1,60,Sri Lanka
39,3,1,1,0,Sri Lanka
39,3,1,1,96,Sri Lanka
39,3,1,1,70,Sri Lanka
39,3,1,1,56,Sri Lanka
42,11,0,16,68,Sri Lanka
42,11,1,16,36,Sri Lanka
42,11,1,16,35,Sri Lanka
42,11,1,16,64,Sri Lanka
42,11,1,16,60,Sri Lanka
42,11,1,16,56,Sri Lanka
42,11,1,16,48,Sri Lanka
42,11,1,16,70,Sri Lanka
42,11,1,16,60,Sri Lanka
42,11,1,16,48,Sri Lanka
42,11,1,16,48,Sri Lanka
25,10,0,8,48,Sri Lanka
25,10,1,8,44,Sri Lanka
25,10,1,8,56,Sri Lanka
25,10,1,8,42,Sri Lanka
25,10,1,8,54,Sri Lanka
25,10,1,8,32,Sri Lanka
25,10,1,8,48,Sri Lanka
25,10,1,8,24,Sri Lanka
25,10,1,8,48,Sri Lanka
25,10,1,8,56,Sri Lanka
25,10,1,8,0,Sri Lanka
28,13,0,10,70,Sri Lanka
28,13,1,10,77,Sri Lanka
28,13,1,10,70,Sri Lanka
28,13,1,10,56,Sri Lanka
28,13,1,10,70,Sri Lanka
28,13,1,10,70,Sri Lanka
28,13,1,10,84,Sri Lanka
28,13,1,10,30,Sri Lanka
28,13,1,10,42,Sri Lanka
28,13,1,10,70,Sri Lanka
28,13,1,10,56,Sri Lanka
40,3,0,18,45,Sri Lanka
40,3,1,18,40,Sri Lanka
40,3,1,18,86,Sri Lanka
40,3,1,18,84,Sri Lanka
40,3,1,18,48,Sri Lanka
40,3,1,18,60,Sri Lanka
40,3,1,18,56,Sri Lanka
40,3,1,18,48,Sri Lanka
40,3,1,18,60,Sri Lanka
40,3,1,18,70,Sri Lanka
40,3,1,18,50,Sri Lanka
40,12,0,16,56,Sri Lanka
40,12,1,16,40,Sri Lanka
40,12,1,16,91,Sri Lanka
40,12,1,16,40,Sri Lanka
40,12,1,16,15,Sri Lanka
40,12,1,16,20,Sri Lanka
40,12,1,16,65,Sri Lanka
40,12,1,16,0,Sri Lanka
40,12,1,16,65,Sri Lanka
40,12,1,16,70,Sri Lanka
40,12,1,16,70,Sri Lanka
20,7,0,2,56,Sri Lanka
30,10,0,9,42,Sri Lanka
30,10,1,9,0,Sri Lanka
30,10,1,9,80,Sri Lanka
30,10,1,9,75,Sri Lanka
30,10,1,9,10,Sri Lanka
30,10,1,9,10,Sri Lanka
30,10,1,9,10,Sri Lanka
22,13,0,12,28,Sri Lanka
22,13,1,12,77,Sri Lanka
22,13,1,12,110,Sri Lanka
22,13,1,12,98,Sri Lanka
22,13,1,12,126,Sri Lanka
22,13,1,12,50,Sri Lanka
22,13,1,12,40,Sri Lanka
22,13,1,12,60,Sri Lanka
22,13,0,12,120,Sri Lanka
34,7,0,4,48,Sri Lanka
34,7,1,4,60,Sri Lanka
34,7,1,4,38,Sri Lanka
34,7,1,4,30,Sri Lanka
39,11,0,13,72,Sri Lanka
39,11,1,13,0,Sri Lanka
38,9,0,1,70,Sri Lanka
38,9,1,1,84,Sri Lanka
34,11,0,10,49,Sri Lanka
34,11,1,10,40,Sri Lanka
34,11,1,10,50,Sri Lanka
34,11,1,10,60,Sri Lanka
34,11,1,10,42,Sri Lanka
34,11,1,10,54,Sri Lanka
34,11,1,10,60,Sri Lanka
34,11,1,10,65,Sri Lanka
34,11,1,10,70,Sri Lanka
34,11,1,10,70,Sri Lanka
34,11,1,10,63,Sri Lanka
41,10,0,13,45,Sri Lanka
41,10,1,13,44,Sri Lanka
41,10,1,13,15,Sri Lanka
41,10,1,13,30,Sri Lanka
41,10,1,13,30,Sri Lanka
41,10,1,13,21,Sri Lanka
41,10,1,13,16,Sri Lanka
41,10,1,13,7,Sri Lanka
41,10,1,13,20,Sri Lanka
41,10,1,13,24,Sri Lanka
41,10,1,13,12,Sri Lanka
38,10,0,3,60,Sri Lanka
39,10,0,21,70,Sri Lanka
39,10,1,21,72,Sri Lanka
39,10,1,21,72,Sri Lanka
39,10,1,21,54,Sri Lanka
39,10,1,21,0,Sri Lanka
39,10,1,21,0,Sri Lanka
39,10,1,21,60,Sri Lanka
39,10,1,21,60,Sri Lanka
39,10,1,21,40,Sri Lanka
39,10,1,21,60,Sri Lanka
39,10,1,21,72,Sri Lanka
32,11,0,2,84,Sri Lanka
32,11,1,2,28,Sri Lanka
32,11,1,2,90,Sri Lanka
32,11,1,2,70,Sri Lanka
32,11,1,2,84,Sri Lanka
32,11,1,2,100,Sri Lanka
32,11,1,2,60,Sri Lanka
32,11,1,2,24,Sri Lanka
32,11,1,2,35,Sri Lanka
32,11,1,2,70,Sri Lanka
32,11,1,2,38,Sri Lanka
31,9,0,8,49,Sri Lanka
31,9,1,8,49,Sri Lanka
31,9,1,8,28,Sri Lanka
31,9,1,8,40,Sri Lanka
31,9,1,8,40,Sri Lanka
31,9,1,8,50,Sri Lanka
31,9,1,8,70,Sri Lanka
44,13,0,2,24,Sri Lanka
44,13,1,2,36,Sri Lanka
44,13,1,2,21,Sri Lanka
22,8,0,1,60,Sri Lanka
22,8,1,1,0,Sri Lanka
22,8,1,1,50,Sri Lanka
22,8,1,1,36,Sri Lanka
22,8,0,1,16,Sri Lanka
22,8,1,1,49,Sri Lanka
22,8,1,1,0,Sri Lanka
22,8,1,1,70,Sri Lanka
22,8,1,1,48,Sri Lanka
22,8,1,1,68,Sri Lanka
22,8,1,1,70,Sri Lanka
37,11,0,18,70,Sri Lanka
37,11,1,18,0,Sri Lanka
37,11,1,18,56,Sri Lanka
37,11,1,18,0,Sri Lanka
37,11,1,18,60,Sri Lanka
37,11,1,18,60,Sri Lanka
37,11,1,18,70,Sri Lanka
37,12,0,12,54,Sri Lanka
37,12,1,12,52,Sri Lanka
37,12,1,12,40,Sri Lanka
37,12,1,12,70,Sri Lanka
37,12,1,12,50,Sri Lanka
37,12,1,12,60,Sri Lanka
37,12,1,12,60,Sri Lanka
37,12,1,12,70,Sri Lanka
37,12,1,12,54,Sri Lanka
37,12,1,12,30,Sri Lanka
45,13,0,5,56,Sri Lanka
45,13,1,5,70,Sri Lanka
45,13,1,5,70,Sri Lanka
45,13,1,5,20,Sri Lanka
45,13,1,5,70,Sri Lanka
45,13,1,5,20,Sri Lanka
45,13,1,5,56,Sri Lanka
45,13,1,5,55,Sri Lanka
45,13,1,5,45,Sri Lanka
45,13,1,5,40,Sri Lanka
45,13,1,5,60,Sri Lanka
34,11,0,2,30,Sri Lanka
34,11,1,2,70,Sri Lanka
34,11,1,2,49,Sri Lanka
34,11,1,2,65,Sri Lanka
34,11,1,2,30,Sri Lanka
34,11,1,2,40,Sri Lanka
34,11,1,2,24,Sri Lanka
34,11,1,2,8,Sri Lanka
34,11,1,2,36,Sri Lanka
34,11,1,2,48,Sri Lanka
27,11,0,1,60,Sri Lanka
27,11,1,1,24,Sri Lanka
27,11,1,1,52,Sri Lanka
27,11,1,1,70,Sri Lanka
27,11,1,1,66,Sri Lanka
27,11,1,1,12,Sri Lanka
27,11,1,1,72,Sri Lanka
27,11,1,1,0,Sri Lanka
27,11,1,1,70,Sri Lanka
27,11,1,1,30,Sri Lanka
27,11,1,1,63,Sri Lanka
38,11,0,10,35,Sri Lanka
38,11,1,10,84,Sri Lanka
38,11,1,10,85,Sri Lanka
38,11,1,10,28,Sri Lanka
38,11,1,10,0,Sri Lanka
38,11,1,10,84,Sri Lanka
38,11,1,10,60,Sri Lanka
38,11,1,10,60,Sri Lanka
38,11,1,10,60,Sri Lanka
38,11,1,10,110,Sri Lanka
38,11,1,10,0,Sri Lanka
40,4,0,22,98,Sri Lanka
40,4,1,22,30,Sri Lanka
39,11,0,15,30,Sri Lanka
39,11,1,15,48,Sri Lanka
39,11,1,15,65,Sri Lanka
39,11,1,15,56,Sri Lanka
39,11,1,15,48,Sri Lanka
39,11,1,15,60,Sri Lanka
39,11,1,15,80,Sri Lanka
39,11,1,15,70,Sri Lanka
39,11,1,15,80,Sri Lanka
39,11,1,15,60,Sri Lanka
39,11,1,15,72,Sri Lanka
24,13,0,1,55,Sri Lanka
39,5,0,15,60,Sri Lanka
39,5,1,15,26,Sri Lanka
39,5,1,15,14,Sri Lanka
39,5,1,15,30,Sri Lanka
39,5,1,15,42,Sri Lanka
39,5,1,15,6,Sri Lanka
39,5,1,15,27,Sri Lanka
39,5,1,15,35,Sri Lanka
39,5,1,15,0,Sri Lanka
39,5,1,15,45,Sri Lanka
39,5,1,15,45,Sri Lanka
29,11,0,1,60,Sri Lanka
29,11,1,1,98,Sri Lanka
29,11,1,1,80,Sri Lanka
29,11,1,1,70,Sri Lanka
29,11,1,1,70,Sri Lanka
29,11,1,1,98,Sri Lanka
29,11,1,1,60,Sri Lanka
29,11,1,1,65,Sri Lanka
29,11,1,1,50,Sri Lanka
29,11,1,1,84,Sri Lanka
29,11,1,1,84,Sri Lanka
44,11,0,2,65,Sri Lanka
44,11,1,2,49,Sri Lanka
44,11,1,2,60,Sri Lanka
44,11,1,2,65,Sri Lanka
44,11,1,2,50,Sri Lanka
44,11,1,2,50,Sri Lanka
44,11,1,2,56,Sri Lanka
44,11,1,2,56,Sri Lanka
44,11,1,2,70,Sri Lanka
35,11,0,6,60,Sri Lanka
35,11,1,6,40,Sri Lanka
35,11,1,6,50,Sri Lanka
35,11,1,6,56,Sri Lanka
33,11,0,15,70,Sri Lanka
33,11,1,15,0,Sri Lanka
26,10,0,8,30,Sri Lanka
24,12,0,1,48,Sri Lanka
24,12,1,1,60,Sri Lanka
24,12,1,1,0,Sri Lanka
24,12,1,1,84,Sri Lanka
24,12,1,1,36,Sri Lanka
24,12,1,1,0,Sri Lanka
30,11,0,1,48,Sri Lanka
30,11,1,1,77,Sri Lanka
30,11,1,1,30,Sri Lanka
30,11,1,1,25,Sri Lanka
41,8,0,18,66,Sri Lanka
41,8,1,18,40,Sri Lanka
41,8,1,18,60,Sri Lanka
41,8,1,18,45,Sri Lanka
41,8,1,18,30,Sri Lanka
41,8,1,18,40,Sri Lanka
41,8,1,18,50,Sri Lanka
41,8,1,18,54,Sri Lanka
41,8,1,18,24,Sri Lanka
41,8,1,18,72,Sri Lanka
41,8,1,18,80,Sri Lanka
22,11,0,6,48,Sri Lanka
25,11,0,5,60,Sri Lanka
25,11,1,5,70,Sri Lanka
25,11,1,5,20,Sri Lanka
25,11,1,5,42,Sri Lanka
25,11,1,5,70,Sri Lanka
25,11,1,5,70,Sri Lanka
25,11,1,5,42,Sri Lanka
25,11,1,5,56,Sri Lanka
30,12,0,21,84,Sri Lanka
30,12,1,21,72,Sri Lanka
30,12,1,21,96,Sri Lanka
30,12,1,21,98,Sri Lanka
30,12,1,21,90,Sri Lanka
30,12,1,21,84,Sri Lanka
30,12,1,21,60,Sri Lanka
30,12,1,21,84,Sri Lanka
30,12,1,21,60,Sri Lanka
30,12,1,21,70,Sri Lanka
30,12,1,21,98,Sri Lanka
32,11,0,4,40,Sri Lanka
29,11,0,1,60,Sri Lanka
29,11,1,1,30,Sri Lanka
29,11,1,1,32,Sri Lanka
29,11,1,1,42,Sri Lanka
29,11,1,1,30,Sri Lanka
29,11,1,1,40,Sri Lanka
29,11,1,1,40,Sri Lanka
29,11,1,1,80,Sri Lanka
29,11,1,1,70,Sri Lanka
29,11,1,1,100,Sri Lanka
29,11,1,1,60,Sri Lanka
35,13,0,58,72,Sri Lanka
35,13,1,58,40,Sri Lanka
36,11,0,10,90,Sri Lanka
36,11,1,10,9,Sri Lanka
36,11,1,10,70,Sri Lanka
36,11,1,10,84,Sri Lanka
36,11,1,10,130,Sri Lanka
36,11,1,10,40,Sri Lanka
36,11,1,10,60,Sri Lanka
36,11,1,10,70,Sri Lanka
36,11,1,10,56,Sri Lanka
36,11,1,10,70,Sri Lanka
36,11,1,10,84,Sri Lanka
37,10,0,6,70,Sri Lanka
37,10,1,6,84,Sri Lanka
37,10,1,6,75,Sri Lanka
37,10,1,6,84,Sri Lanka
37,10,1,6,70,Sri Lanka
37,10,1,6,18,Sri Lanka
37,10,1,6,77,Sri Lanka
37,10,1,6,28,Sri Lanka
37,10,1,6,70,Sri Lanka
37,10,1,6,0,Sri Lanka
37,10,1,6,7,Sri Lanka
34,8,0,9,70,Sri Lanka
34,8,1,9,35,Sri Lanka
34,8,1,9,42,Sri Lanka
34,8,1,9,45,Sri Lanka
34,8,1,9,35,Sri Lanka
34,8,1,9,55,Sri Lanka
34,8,1,9,84,Sri Lanka
34,8,1,9,30,Sri Lanka
34,8,1,9,40,Sri Lanka
34,8,1,9,65,Sri Lanka
34,8,1,9,0,Sri Lanka
43,11,0,17,70,Sri Lanka
43,11,1,17,18,Sri Lanka
43,11,1,17,70,Sri Lanka
43,11,1,17,84,Sri Lanka
43,11,1,17,32,Sri Lanka
43,11,1,17,98,Sri Lanka
43,11,1,17,84,Sri Lanka
43,11,1,17,70,Sri Lanka
43,11,1,17,24,Sri Lanka
43,11,1,17,60,Sri Lanka
43,11,1,17,10,Sri Lanka
31,11,0,10,54,Sri Lanka
24,13,0,2,50,Sri Lanka
24,13,1,2,40,Sri Lanka
40,10,0,6,42,Sri Lanka
40,10,1,6,32,Sri Lanka
40,10,1,6,45,Sri Lanka
40,10,1,6,0,Sri Lanka
40,10,1,6,16,Sri Lanka
40,10,1,6,50,Sri Lanka
40,10,1,6,21,Sri Lanka
40,10,1,6,25,Sri Lanka
40,10,1,6,70,Sri Lanka
40,10,1,6,26,Sri Lanka
40,10,1,6,40,Sri Lanka
43,5,0,10,42,Sri Lanka
43,5,1,10,20,Sri Lanka
43,5,1,10,10,Sri Lanka
43,5,1,10,42,Sri Lanka
43,5,1,10,40,Sri Lanka
43,5,1,10,48,Sri Lanka
43,5,1,10,60,Sri Lanka
43,5,1,10,70,Sri Lanka
43,5,1,10,48,Sri Lanka
43,5,1,10,40,Sri Lanka
43,5,1,10,63,Sri Lanka
41,5,0,4,98,Sri Lanka
41,5,1,4,48,Sri Lanka
41,5,1,4,60,Sri Lanka
41,5,1,4,75,Sri Lanka
41,5,1,4,84,Sri Lanka
41,5,1,4,105,Sri Lanka
41,5,1,4,98,Sri Lanka
41,5,1,4,42,Sri Lanka
41,5,1,4,84,Sri Lanka
41,5,1,4,105,Sri Lanka
41,5,1,4,63,Sri Lanka
31,13,0,1,70,Sri Lanka
31,13,1,1,85,Sri Lanka
31,13,1,1,80,Sri Lanka
31,13,1,1,105,Sri Lanka
31,13,1,1,84,Sri Lanka
31,13,1,1,8,Sri Lanka
31,13,1,1,40,Sri Lanka
39,9,0,20,40,Sri Lanka
39,9,1,20,45,Sri Lanka
39,9,1,20,60,Sri Lanka
39,9,1,20,70,Sri Lanka
39,9,1,20,105,Sri Lanka
39,9,1,20,90,Sri Lanka
39,9,1,20,54,Sri Lanka
39,9,1,20,53,Sri Lanka
39,9,1,20,45,Sri Lanka
39,9,1,20,48,Sri Lanka
39,9,1,20,50,Sri Lanka
33,11,0,20,60,Sri Lanka
33,11,1,20,56,Sri Lanka
33,11,1,20,56,Sri Lanka
33,11,1,20,48,Sri Lanka
33,11,1,20,40,Sri Lanka
33,11,1,20,70,Sri Lanka
33,11,1,20,70,Sri Lanka
33,11,1,20,10,Sri Lanka
33,11,1,20,70,Sri Lanka
33,11,1,20,70,Sri Lanka
33,11,1,20,84,Sri Lanka
25,11,0,2,70,Sri Lanka
25,11,1,2,45,Sri Lanka
25,11,1,2,10,Sri Lanka
25,11,1,2,84,Sri Lanka
25,11,1,2,70,Sri Lanka
25,11,1,2,56,Sri Lanka
25,11,1,2,56,Sri Lanka
25,11,1,2,30,Sri Lanka
25,11,1,2,24,Sri Lanka
39,8,0,2,48,Sri Lanka
39,8,1,2,60,Sri Lanka
39,8,1,2,80,Sri Lanka
39,8,1,2,50,Sri Lanka
39,8,1,2,84,Sri Lanka
39,8,1,2,56,Sri Lanka
39,8,1,2,0,Sri Lanka
39,8,1,2,0,Sri Lanka
39,8,1,2,80,Sri Lanka
39,8,1,2,63,Sri Lanka
39,8,1,2,60,Sri Lanka
38,10,0,1,84,Sri Lanka
38,10,1,1,70,Sri Lanka
38,10,1,1,65,Sri Lanka
38,10,1,1,84,Sri Lanka
38,10,1,1,77,Sri Lanka
38,10,1,1,115,Sri Lanka
38,10,1,1,90,Sri Lanka
29,10,0,3,90,Sri Lanka
29,10,1,3,140,Sri Lanka
29,10,1,3,85,Sri Lanka
29,10,1,3,126,Sri Lanka
29,10,1,3,90,Sri Lanka
29,10,1,3,90,Sri Lanka
40,13,0,9,70,Sri Lanka
40,13,1,9,30,Sri Lanka
40,13,1,9,45,Sri Lanka
40,13,1,9,45,Sri Lanka
40,13,1,9,54,Sri Lanka
40,13,1,9,45,Sri Lanka
40,13,1,9,44,Sri Lanka
40,13,1,9,50,Sri Lanka
40,13,1,9,60,Sri Lanka
40,13,1,9,56,Sri Lanka
40,13,1,9,25,Sri Lanka
34,11,0,15,54,Sri Lanka
34,11,1,15,40,Sri Lanka
34,11,1,15,80,Sri Lanka
34,11,1,15,56,Sri Lanka
34,11,1,15,35,Sri Lanka
34,11,1,15,45,Sri Lanka
34,11,1,15,48,Sri Lanka
34,11,1,15,8,Sri Lanka
34,11,1,15,60,Sri Lanka
34,11,1,15,0,Sri Lanka
34,11,1,15,75,Sri Lanka
30,11,0,5,84,Sri Lanka
30,11,1,5,40,Sri Lanka
30,11,1,5,80,Sri Lanka
30,11,1,5,30,Sri Lanka
36,13,0,1,56,Sri Lanka
36,13,1,1,48,Sri Lanka
36,13,1,1,80,Sri Lanka
36,13,1,1,56,Sri Lanka
36,13,1,1,42,Sri Lanka
36,13,1,1,30,Sri Lanka
36,13,1,1,63,Sri Lanka
36,13,1,1,32,Sri Lanka
36,13,1,1,50,Sri Lanka
36,13,1,1,30,Sri Lanka
36,13,1,1,42,Sri Lanka
44,6,0,6,105,Sri Lanka
44,6,1,6,40,Sri Lanka
44,6,1,6,84,Sri Lanka
44,6,1,6,50,Sri Lanka
44,6,1,6,28,Sri Lanka
44,6,1,6,28,Sri Lanka
44,6,1,6,28,Sri Lanka
44,6,1,6,25,Sri Lanka
44,6,1,6,98,Sri Lanka
44,6,1,6,77,Sri Lanka
44,6,1,6,62,Sri Lanka
30,10,0,10,70,Sri Lanka
30,10,1,10,32,Sri Lanka
30,10,1,10,48,Sri Lanka
30,10,1,10,56,Sri Lanka
30,10,1,10,48,Sri Lanka
30,10,1,10,0,Sri Lanka
30,10,1,10,60,Sri Lanka
30,10,1,10,50,Sri Lanka
30,10,1,10,56,Sri Lanka
30,10,1,10,56,Sri Lanka
30,10,1,10,0,Sri Lanka
44,9,0,20,50,Sri Lanka
44,9,1,20,42,Sri Lanka
24,11,0,3,77,Sri Lanka
24,11,1,3,84,Sri Lanka
24,11,1,3,98,Sri Lanka
24,11,1,3,60,Sri Lanka
24,11,1,3,91,Sri Lanka
24,11,1,3,60,Sri Lanka
24,11,1,3,70,Sri Lanka
24,11,1,3,84,Sri Lanka
24,11,1,3,56,Sri Lanka
24,11,1,3,70,Sri Lanka
37,10,0,58,20,Sri Lanka
37,10,1,58,42,Sri Lanka
37,10,1,58,0,Sri Lanka
37,10,1,58,70,Sri Lanka
37,10,1,58,0,Sri Lanka
37,10,1,58,16,Sri Lanka
37,10,1,58,0,Sri Lanka
37,10,1,58,21,Sri Lanka
37,10,1,58,42,Sri Lanka
37,10,1,58,56,Sri Lanka
37,10,1,58,16,Sri Lanka
37,11,0,8,70,Sri Lanka
37,11,1,8,24,Sri Lanka
37,11,1,8,24,Sri Lanka
37,11,1,8,42,Sri Lanka
37,11,1,8,70,Sri Lanka
37,11,1,8,70,Sri Lanka
37,11,1,8,24,Sri Lanka
37,11,1,8,59,Sri Lanka
37,11,1,8,60,Sri Lanka
25,5,0,10,24,Sri Lanka
25,5,1,10,76,Sri Lanka
25,5,1,10,49,Sri Lanka
25,5,1,10,49,Sri Lanka
25,5,1,10,36,Sri Lanka
25,5,1,10,28,Sri Lanka
25,5,1,10,24,Sri Lanka
25,5,1,10,15,Sri Lanka
25,5,1,10,20,Sri Lanka
25,5,1,10,84,Sri Lanka
31,3,0,8,98,Sri Lanka
31,3,1,8,110,Sri Lanka
31,3,1,8,45,Sri Lanka
31,3,1,8,91,Sri Lanka
31,3,1,8,84,Sri Lanka
31,3,1,8,32,Sri Lanka
31,3,1,8,60,Sri Lanka
31,3,1,8,30,Sri Lanka
31,3,1,8,84,Sri Lanka
31,3,1,8,60,Sri Lanka
31,3,1,8,63,Sri Lanka
39,10,0,4,60,Sri Lanka
39,10,1,4,56,Sri Lanka
39,10,1,4,60,Sri Lanka
39,10,1,4,35,Sri Lanka
39,10,1,4,59,Sri Lanka
39,10,1,4,0,Sri Lanka
39,10,1,4,56,Sri Lanka
39,10,1,4,10,Sri Lanka
39,10,1,4,20,Sri Lanka
39,10,1,4,30,Sri Lanka
39,10,1,4,54,Sri Lanka
45,8,0,8,60,Sri Lanka
45,8,1,8,56,Sri Lanka
45,8,1,8,70,Sri Lanka
45,8,1,8,70,Sri Lanka
22,11,0,6,60,Sri Lanka
22,11,1,6,70,Sri Lanka
22,11,1,6,0,Sri Lanka
22,11,1,6,70,Sri Lanka
22,11,1,6,81,Sri Lanka
22,11,1,6,0,Sri Lanka
22,11,1,6,105,Sri Lanka
22,11,1,6,40,Sri Lanka
22,11,1,6,70,Sri Lanka
25,13,0,4,54,Sri Lanka
25,13,1,4,62,Sri Lanka
25,13,1,4,63,Sri Lanka
25,13,1,4,70,Sri Lanka
25,13,1,4,30,Sri Lanka
25,13,1,4,77,Sri Lanka
25,13,1,4,54,Sri Lanka
25,13,1,4,60,Sri Lanka
25,13,1,4,54,Sri Lanka
25,13,1,4,70,Sri Lanka
25,13,1,4,84,Sri Lanka
43,3,0,25,42,Sri Lanka
43,3,1,25,35,Sri Lanka
43,3,1,25,28,Sri Lanka
43,3,1,25,50,Sri Lanka
43,3,1,25,50,Sri Lanka
43,3,1,25,20,Sri Lanka
43,3,1,25,48,Sri Lanka
43,3,1,25,54,Sri Lanka
43,3,1,25,28,Sri Lanka
43,3,1,25,40,Sri Lanka
43,3,1,25,63,Sri Lanka
38,11,0,10,24,Sri Lanka
38,11,1,10,20,Sri Lanka
38,11,1,10,20,Sri Lanka
38,11,1,10,15,Sri Lanka
38,11,1,10,20,Sri Lanka
38,11,1,10,28,Sri Lanka
38,11,1,10,35,Sri Lanka
38,11,1,10,70,Sri Lanka
38,11,1,10,30,Sri Lanka
38,11,1,10,40,Sri Lanka
44,11,0,48,90,Sri Lanka
44,11,1,48,50,Sri Lanka
44,11,1,48,70,Sri Lanka
44,11,1,48,25,Sri Lanka
44,11,1,48,40,Sri Lanka
44,11,1,48,60,Sri Lanka
44,11,1,48,84,Sri Lanka
44,11,1,48,105,Sri Lanka
44,11,1,48,70,Sri Lanka
44,11,1,48,60,Sri Lanka
44,11,1,48,60,Sri Lanka
42,11,0,18,56,Sri Lanka
42,11,1,18,45,Sri Lanka
42,11,1,18,42,Sri Lanka
42,11,1,18,40,Sri Lanka
25,11,0,1,70,Sri Lanka
25,11,1,1,98,Sri Lanka
25,11,1,1,42,Sri Lanka
25,11,1,1,70,Sri Lanka
25,11,1,1,84,Sri Lanka
25,11,1,1,10,Sri Lanka
25,11,1,1,63,Sri Lanka
25,11,1,1,0,Sri Lanka
25,11,1,1,70,Sri Lanka
25,11,1,1,45,Sri Lanka
25,11,1,1,56,Sri Lanka
34,9,0,10,48,Sri Lanka
34,9,1,10,42,Sri Lanka
34,9,1,10,40,Sri Lanka
34,9,1,10,75,Sri Lanka
34,9,1,10,56,Sri Lanka
34,9,1,10,0,Sri Lanka
34,9,1,10,56,Sri Lanka
34,9,1,10,56,Sri Lanka
34,9,1,10,56,Sri Lanka
34,9,1,10,50,Sri Lanka
34,9,1,10,56,Sri Lanka
42,11,0,6,70,Sri Lanka
42,11,1,6,20,Sri Lanka
42,11,1,6,56,Sri Lanka
42,11,1,6,5,Sri Lanka
42,11,1,6,15,Sri Lanka
42,11,1,6,36,Sri Lanka
42,11,1,6,0,Sri Lanka
42,11,1,6,50,Sri Lanka
42,11,1,6,84,Sri Lanka
42,11,1,6,75,Sri Lanka
24,8,0,4,60,Sri Lanka
24,8,1,4,50,Sri Lanka
24,8,1,4,24,Sri Lanka
24,8,1,4,0,Sri Lanka
24,8,1,4,21,Sri Lanka
24,8,1,4,70,Sri Lanka
24,8,1,4,87,Sri Lanka
24,8,1,4,15,Sri Lanka
24,8,1,4,40,Sri Lanka
24,8,1,4,40,Sri Lanka
24,8,1,4,54,Sri Lanka
41,10,0,15,42,Sri Lanka
41,10,1,15,25,Sri Lanka
41,10,1,15,56,Sri Lanka
41,10,1,15,64,Sri Lanka
41,10,1,15,0,Sri Lanka
41,10,1,15,40,Sri Lanka
41,10,1,15,40,Sri Lanka
41,10,1,15,70,Sri Lanka
41,10,1,15,48,Sri Lanka
41,10,1,15,54,Sri Lanka
21,3,0,1,42,Sri Lanka
21,3,1,1,0,Sri Lanka
21,3,1,1,70,Sri Lanka
21,3,1,1,25,Sri Lanka
21,3,1,1,70,Sri Lanka
21,3,1,1,20,Sri Lanka
21,3,1,1,91,Sri Lanka
21,3,1,1,30,Sri Lanka
21,3,1,1,58,Sri Lanka
21,3,1,1,70,Sri Lanka
21,3,1,1,70,Sri Lanka
44,8,0,2,91,Sri Lanka
44,8,1,2,35,Sri Lanka
44,8,1,2,84,Sri Lanka
44,8,1,2,56,Sri Lanka
44,8,1,2,112,Sri Lanka
44,8,1,2,28,Sri Lanka
44,8,1,2,105,Sri Lanka
44,8,1,2,42,Sri Lanka
44,8,1,2,49,Sri Lanka
44,8,1,2,105,Sri Lanka
44,8,1,2,70,Sri Lanka
31,11,0,10,35,Sri Lanka
31,11,1,10,47,Sri Lanka
31,11,1,10,55,Sri Lanka
31,11,1,10,12,Sri Lanka
31,11,1,10,40,Sri Lanka
31,11,1,10,60,Sri Lanka
31,11,1,10,60,Sri Lanka
31,11,1,10,50,Sri Lanka
31,11,1,10,50,Sri Lanka
31,11,1,10,55,Sri Lanka
24,11,0,2,40,Sri Lanka
24,11,1,2,66,Sri Lanka
